Day,Group,Folder,Cell_ID,Area,Aspect_Ratio,Length_um,Width_um,C1_Mean,C2_Mean,C3_PI_Mean,Ratio_C1_C2,Status
5,D,D5,D5_00009,2.028,2.432,2.506,1.030,25.625,686.150,2.392,0.037346,living
5,D,D5,D5_00010,1.251,1.959,1.766,0.902,15.338,647.243,2.486,0.023697,living
5,D,D5,D5_00011,1.538,2.690,2.295,0.853,8.055,575.440,2.143,0.013998,living
5,D,D5,D5_00012,0.794,2.615,1.626,0.622,64.234,600.277,2.915,0.107007,living
5,D,D5,D5_00013,1.031,2.233,1.712,0.767,52.148,650.574,65.754,0.080156,dead
5,D,D5,D5_00014,3.312,2.414,3.191,1.322,107.755,956.250,2.459,0.112685,living
5,D,D5,D5_00015,1.910,1.672,2.016,1.206,33.389,921.053,2.611,0.036251,living
5,D,D5,D5_00016,2.738,1.470,2.264,1.540,2.648,865.475,2.370,0.003060,living
5,D,D5,D5_00017,1.268,1.702,1.658,0.974,29.827,785.813,2.387,0.037956,living
5,D,D5,D5_00018,2.180,3.616,3.168,0.876,84.287,586.651,2.326,0.143675,living
5,D,D5,D5_00019,1.859,2.233,2.299,1.030,70.373,712.618,5.182,0.098752,dead
5,D,D5,D5_00020,2.958,1.444,2.332,1.615,2.549,942.846,2.640,0.002703,living
5,D,D5,D5_00021,1.572,3.068,2.478,0.808,62.677,660.086,2.774,0.094953,living
5,D,D5,D5_00022,2.349,2.081,2.495,1.199,91.151,931.424,2.453,0.097862,living
5,D,D5,D5_00023,1.572,2.379,2.182,0.917,2.559,716.054,2.301,0.003574,living
5,D,D5,D5_00024,1.149,2.375,1.864,0.785,11.721,607.000,2.309,0.019309,living
5,D,D5,D5_00025,2.214,2.233,2.509,1.124,19.557,484.870,2.702,0.040335,living
5,D,D5,D5_00026,2.400,1.763,2.321,1.317,69.732,763.746,2.394,0.091303,living
5,D,D5,D5_00027,2.856,3.173,3.397,1.071,2.515,550.414,2.799,0.004569,living
5,D,D5,D5_00028,2.028,1.822,2.169,1.190,55.383,754.558,2.675,0.073398,living
5,D,D5,D5_00029,2.096,2.233,2.441,1.093,53.645,596.145,6.282,0.089987,dead
5,D,D5,D5_00030,1.301,1.647,1.652,1.003,47.740,572.377,2.506,0.083407,living
5,D,D5,D5_00031,1.758,1.799,2.007,1.115,24.635,668.837,2.519,0.036832,living
5,D,D5,D5_00032,2.484,2.233,2.658,1.190,29.075,638.517,2.932,0.045535,living
5,D,D5,D5_00033,1.538,1.980,1.969,0.994,26.835,574.099,2.527,0.046743,living
5,D,D5,D5_00034,1.825,2.116,2.217,1.048,39.250,619.120,2.593,0.063396,living
5,D,D5,D5_00035,2.062,1.595,2.046,1.283,53.082,708.705,2.574,0.074900,living
5,D,D5,D5_00036,2.687,1.615,2.351,1.455,36.126,815.472,2.428,0.044300,living
5,D,D5,D5_00037,1.622,2.026,2.046,1.010,15.219,622.542,2.573,0.024446,living
5,D,D5,D5_00038,1.927,2.252,2.351,1.044,14.211,648.711,2.447,0.021906,living
5,D,D5,D5_00039,1.251,1.896,1.738,0.917,97.635,631.946,2.554,0.154499,living
5,D,D5,D5_00040,1.453,2.744,2.253,0.821,61.151,608.326,2.465,0.100524,living
5,D,D5,D5_00041,1.538,2.714,2.305,0.849,43.593,636.396,2.549,0.068500,living
5,D,D5,D5_00042,1.538,2.062,2.009,0.975,91.802,695.824,2.440,0.131933,living
5,D,D5,D5_00043,1.808,1.763,2.015,1.143,42.720,840.178,2.495,0.050846,living
5,D,D5,D5_00044,2.805,2.233,2.824,1.265,112.982,921.783,3.614,0.122569,living
5,D,D5,D5_00045,1.335,2.225,1.945,0.874,51.962,713.772,2.557,0.072799,living
5,D,D5,D5_00046,1.166,2.374,1.877,0.791,22.014,644.536,2.188,0.034156,living
5,D,D5,D5_00047,1.741,3.481,2.778,0.798,42.544,634.874,2.437,0.067011,living
5,D,D5,D5_00048,1.944,1.927,2.184,1.133,38.061,798.670,2.887,0.047655,living
5,D,D5,D5_00049,2.129,1.946,2.297,1.180,46.516,870.357,2.722,0.053445,living
5,D,D5,D5_00050,1.977,1.998,2.243,1.122,27.026,843.812,2.658,0.032028,living
5,D,D5,D5_00051,1.572,1.840,1.919,1.043,19.183,789.871,2.548,0.024286,living
5,D,D5,D5_00052,1.437,1.640,1.732,1.056,14.812,792.235,2.788,0.018696,living
5,D,D5,D5_00053,3.059,2.118,2.872,1.356,125.293,764.978,2.475,0.163786,living
5,D,D5,D5_00054,2.028,2.233,2.401,1.075,123.475,658.858,4.825,0.187408,living
5,D,D5,D5_00055,3.279,2.844,3.446,1.212,110.216,696.763,2.428,0.158184,living
5,D,D5,D5_00056,2.603,2.917,3.109,1.066,79.552,605.721,2.591,0.131334,living
5,D,D5,D5_00057,2.129,2.249,2.469,1.098,81.810,718.802,2.183,0.113814,living
5,D,D5,D5_00058,1.944,2.418,2.446,1.012,106.887,612.243,2.383,0.174582,living
5,D,D5,D5_00059,1.791,2.140,2.209,1.032,49.094,697.217,3.311,0.070415,living
5,D,D5,D5_00060,2.129,1.823,2.223,1.219,115.675,744.944,2.778,0.155280,living
5,D,D5,D5_00061,1.132,1.723,1.576,0.915,46.940,643.612,2.642,0.072933,living
5,D,D5,D5_00062,2.670,3.133,3.264,1.042,40.133,710.715,2.190,0.056468,living
5,D,D5,D5_00063,3.059,2.252,2.962,1.315,29.812,680.459,2.685,0.043812,living
5,D,D5,D5_00064,1.099,1.734,1.558,0.898,13.508,587.292,2.231,0.023000,living
5,D,D5,D5_00065,1.808,1.880,2.080,1.107,12.336,569.065,2.654,0.021678,living
5,D,D5,D5_00066,2.789,2.233,2.816,1.261,16.570,605.776,5.861,0.027353,dead
5,D,D5,D5_00067,0.693,2.016,1.334,0.662,10.707,558.585,2.268,0.019169,living
5,D,D5,D5_00068,1.183,2.326,1.872,0.805,42.143,482.286,2.457,0.087382,living
5,D,D5,D5_00069,1.369,2.819,2.217,0.786,65.481,458.580,2.333,0.142792,living
5,D,D5,D5_00070,2.721,2.233,2.781,1.246,2.820,427.211,2.360,0.006601,living
5,D,D5,D5_00071,2.265,2.364,2.611,1.104,102.612,524.276,2.784,0.195721,living
5,D,D5,D5_00072,2.873,2.563,3.062,1.195,53.365,623.706,2.788,0.085561,living
5,D,D5,D5_00073,1.994,2.082,2.299,1.104,81.102,592.542,2.441,0.136871,living
5,D,D5,D5_00074,2.501,1.927,2.477,1.285,94.189,661.709,2.601,0.142342,living
5,D,D5,D5_00075,2.366,1.519,2.139,1.408,28.871,757.086,2.321,0.038135,living
5,D,D5,D5_00076,1.893,2.233,2.320,1.039,37.134,571.866,5.482,0.064935,dead
5,D,D5,D5_00077,2.941,2.233,2.892,1.295,19.236,680.534,2.833,0.028265,living
5,D,D5,D5_00078,2.045,1.803,2.167,1.202,2.438,592.413,2.471,0.004115,living
5,D,D5,D5_00079,1.690,2.233,2.192,0.982,2.180,531.630,2.870,0.004101,living
5,D,D5,D5_00080,0.896,2.233,1.596,0.715,22.472,509.660,4.679,0.044092,living
5,D,D5,D5_00081,1.555,2.233,2.103,0.942,65.109,559.728,3.152,0.116322,living
5,D,D5,D5_00082,1.960,2.527,2.511,0.994,108.672,618.431,2.612,0.175723,living
5,D,D5,D5_00083,1.470,2.367,2.105,0.889,45.310,621.759,2.207,0.072874,living
5,D,D5,D5_00084,2.079,2.233,2.431,1.089,51.358,615.683,31.593,0.083416,dead
5,D,D5,D5_00085,2.113,2.052,2.350,1.145,113.184,709.736,2.592,0.159473,living
5,D,D5,D5_00086,2.282,2.342,2.609,1.114,91.467,686.667,2.333,0.133204,living
5,D,D5,D5_00087,0.811,2.099,1.472,0.701,83.146,530.292,2.125,0.156793,living
5,D,D5,D5_00088,2.180,1.419,1.985,1.399,2.977,1055.147,2.659,0.002821,living
5,D,D5,D5_00089,1.910,2.073,2.245,1.083,50.522,745.779,2.283,0.067744,living
5,D,D5,D5_00090,1.251,2.233,1.886,0.845,12.743,616.797,3.257,0.020660,living
5,D,D5,D5_00091,1.251,2.382,1.948,0.818,17.703,609.716,1.716,0.029034,living
5,D,D5,D5_00092,1.589,2.338,2.175,0.930,87.500,663.585,2.404,0.131859,living
5,D,D5,D5_00093,1.622,2.233,2.147,0.962,88.365,606.365,3.292,0.145728,living
5,D,D5,D5_00094,2.146,3.201,2.957,0.924,83.252,646.331,2.661,0.128807,living
5,D,D5,D5_00095,1.589,1.912,1.967,1.029,74.404,735.362,2.840,0.101180,living
5,D,D5,D5_00096,2.332,1.814,2.321,1.279,161.442,899.862,2.130,0.179407,living
5,D,D5,D5_00097,1.284,1.486,1.559,1.049,36.632,841.961,2.276,0.043507,living
5,D,D5,D5_00098,3.329,1.955,2.879,1.472,186.320,1090.528,2.523,0.170853,living
5,D,D5,D5_00099,1.301,1.619,1.638,1.012,56.506,771.403,2.091,0.073252,living
5,D,D5,D5_00100,1.724,1.680,1.920,1.143,65.892,841.225,2.255,0.078329,living
5,D,D5,D5_00101,1.234,1.995,1.770,0.887,41.890,755.041,2.055,0.055481,living
5,D,D5,D5_00102,0.761,3.157,1.749,0.554,16.156,607.111,2.600,0.026611,living
5,D,D5,D5_00103,1.707,1.787,1.971,1.103,35.851,798.574,2.376,0.044894,living
5,D,D5,D5_00104,1.504,1.859,1.887,1.015,19.730,807.022,2.157,0.024448,living
5,D,D5,D5_00105,3.245,2.233,3.037,1.360,68.724,1452.635,2.599,0.047310,living
5,D,D5,D5_00106,2.687,2.233,2.764,1.238,44.013,1112.918,2.491,0.039547,living
5,D,D5,D5_00107,0.963,2.233,1.655,0.741,97.281,1009.930,2.877,0.096324,living
5,D,D5,D5_00108,1.504,2.233,2.068,0.926,91.888,1108.899,2.438,0.082864,living
5,D,D5,D5_00109,0.828,2.308,1.560,0.676,30.286,962.041,2.653,0.031481,living
5,D,D5,D5_00110,1.386,2.550,2.121,0.832,9.366,511.866,2.463,0.018297,living
5,D,D5,D5_00111,2.129,1.909,2.275,1.192,161.944,733.849,2.619,0.220678,living
5,D,D5,D5_00112,1.082,4.484,2.485,0.554,44.516,556.688,2.906,0.079965,living
5,D,D5,D5_00113,2.180,2.233,2.490,1.115,81.721,586.248,18.194,0.139397,dead
5,D,D5,D5_00114,0.828,1.938,1.429,0.738,39.898,623.367,2.776,0.064004,living
5,D,D5,D5_00115,1.470,1.565,1.711,1.094,90.287,818.115,2.552,0.110360,living
5,D,D5,D5_00116,1.504,3.029,2.408,0.795,33.315,637.135,2.685,0.052288,living
5,D,D5,D5_00117,1.014,2.184,1.679,0.769,16.767,644.250,2.433,0.026025,living
5,D,D5,D5_00118,1.065,1.964,1.632,0.831,40.079,524.540,2.349,0.076409,living
5,D,D5,D5_00119,2.282,2.422,2.653,1.095,31.111,630.333,2.356,0.049357,living
5,D,D5,D5_00120,2.552,2.679,2.950,1.101,87.695,656.384,2.397,0.133604,living
5,D,D5,D5_00121,2.535,2.065,2.582,1.250,2.640,700.380,2.073,0.003769,living
5,D,D5,D5_00122,1.200,2.087,1.786,0.856,42.282,545.028,2.380,0.077577,living
5,D,D5,D5_00123,1.251,1.636,1.614,0.987,39.270,608.243,2.905,0.064563,living
5,D,D5,D5_00124,1.606,1.687,1.857,1.101,47.474,659.642,3.000,0.071969,living
5,D,D5,D5_00125,1.318,2.205,1.924,0.872,29.654,594.410,1.821,0.049888,living
5,D,D5,D5_00126,1.403,2.233,1.997,0.894,26.337,621.819,6.711,0.042355,dead
5,D,D5,D5_00127,1.420,1.664,1.735,1.042,14.464,619.417,2.345,0.023351,living
5,D,D5,D5_00128,1.183,2.303,1.862,0.809,10.686,577.543,2.929,0.018502,living
5,D,D5,D5_00129,1.927,2.391,2.422,1.013,38.316,573.667,2.018,0.066791,living
5,D,D5,D5_00130,2.011,1.796,2.144,1.194,73.487,656.160,2.345,0.111996,living
5,D,D5,D5_00131,1.606,1.656,1.840,1.111,89.895,641.779,2.653,0.140071,living
5,D,D5,D5_00132,1.453,1.583,1.711,1.081,99.791,580.140,2.419,0.172012,living
5,D,D5,D5_00133,1.639,1.888,1.985,1.051,83.113,581.103,2.351,0.143027,living
5,D,D5,D5_00134,0.980,2.126,1.629,0.766,86.741,472.086,2.500,0.183741,living
5,D,D5,D5_00135,1.622,2.322,2.190,0.943,88.948,563.469,2.594,0.157858,living
5,D,D5,D5_00136,1.453,3.121,2.403,0.770,72.756,433.023,2.337,0.168018,living
5,D,D5,D5_00137,2.552,2.233,2.694,1.206,106.523,580.530,3.113,0.183493,living
5,D,D5,D5_00138,2.772,2.233,2.807,1.257,99.732,583.579,5.128,0.170897,dead
5,D,D5,D5_00139,2.552,2.193,2.669,1.217,124.444,687.331,2.854,0.181054,living
5,D,D5,D5_00140,2.332,2.233,2.575,1.153,91.007,638.790,3.623,0.142468,living
5,D,D5,D5_00141,2.180,2.233,2.490,1.115,75.310,660.481,3.047,0.114023,living
5,D,D5,D5_00142,1.183,2.110,1.783,0.845,24.757,546.614,2.400,0.045292,living
5,D,D5,D5_00143,1.859,2.494,2.430,0.974,36.073,588.527,2.300,0.061293,living
5,D,D5,D5_00144,1.859,2.414,2.390,0.990,16.209,598.309,2.582,0.027092,living
5,D,D5,D5_00145,1.082,2.406,1.821,0.757,11.344,542.891,3.109,0.020895,living
5,D,D5,D5_00146,2.687,2.233,2.764,1.238,46.403,536.591,3.723,0.086476,living
5,D,D5,D5_00147,3.160,1.584,2.525,1.594,2.717,739.112,2.524,0.003675,living
5,D,D5,D5_00148,0.828,2.278,1.550,0.680,51.837,514.673,3.612,0.100718,living
5,D,D5,D5_00149,2.822,1.521,2.338,1.537,111.353,795.323,2.539,0.140010,living
5,D,D5,D5_00150,1.622,1.299,1.638,1.261,78.667,722.594,2.177,0.108867,living
5,D,D5,D5_00151,1.791,1.780,2.015,1.132,106.009,698.689,2.764,0.151726,living
5,D,D5,D5_00152,1.572,1.706,1.848,1.083,55.183,643.237,2.226,0.085789,living
5,D,D5,D5_00153,2.298,2.371,2.634,1.111,30.257,719.566,2.154,0.042049,living
5,D,D5,D5_00154,1.673,2.998,2.527,0.843,22.071,582.616,2.929,0.037882,living
5,D,D5,D5_00155,2.451,2.868,2.992,1.043,11.931,684.083,2.303,0.017441,living
5,D,D5,D5_00156,2.231,4.085,3.406,0.834,21.894,631.341,2.621,0.034678,living
5,D,D5,D5_00157,2.079,3.216,2.918,0.907,19.496,654.821,3.041,0.029773,living
5,D,D5,D5_00158,1.521,1.840,1.888,1.026,21.022,714.644,2.278,0.029416,living
5,D,D5,D5_00159,1.386,2.735,2.197,0.803,11.866,618.024,2.183,0.019200,living
5,D,D5,D5_00160,1.825,2.233,2.278,1.020,51.306,529.417,3.611,0.096910,living
5,D,D5,D5_00161,1.589,1.769,1.892,1.069,102.500,657.904,2.862,0.155798,living
5,D,D5,D5_00162,2.772,2.233,2.807,1.257,114.348,713.695,4.677,0.160219,living
5,D,D5,D5_00163,2.451,2.329,2.696,1.158,119.531,727.186,2.400,0.164375,living
5,D,D5,D5_00164,1.707,1.770,1.961,1.108,104.653,657.624,2.317,0.159139,living
5,D,D5,D5_00165,1.639,2.288,2.185,0.955,48.825,606.443,3.485,0.080510,living
5,D,D5,D5_00166,2.518,2.233,2.676,1.198,58.275,698.651,14.832,0.083411,dead
5,D,D5,D5_00167,0.946,1.648,1.409,0.855,23.571,613.339,2.625,0.038431,living
5,D,D5,D5_00168,1.065,1.567,1.458,0.930,30.603,617.127,2.841,0.049590,living
5,D,D5,D5_00169,2.282,2.568,2.732,1.064,35.422,715.985,2.622,0.049473,living
5,D,D5,D5_00170,3.194,2.190,2.984,1.363,75.820,931.101,2.349,0.081431,living
5,D,D5,D5_00171,1.470,2.494,2.161,0.866,42.253,600.575,1.805,0.070354,living
5,D,D5,D5_00172,2.248,1.942,2.358,1.214,44.820,748.639,2.669,0.059868,living
5,D,D5,D5_00173,1.842,1.948,2.137,1.097,38.404,670.211,2.349,0.057301,living
5,D,D5,D5_00174,1.048,2.206,1.716,0.778,12.097,585.758,2.355,0.020651,living
5,D,D5,D5_00175,2.569,1.564,2.262,1.446,39.257,941.783,2.592,0.041683,living
5,D,D5,D5_00176,1.234,1.846,1.703,0.923,2.548,523.863,2.096,0.004864,living
5,D,D5,D5_00177,1.149,1.719,1.586,0.923,13.721,604.485,2.279,0.022698,living
5,D,D5,D5_00178,1.707,2.233,2.203,0.987,20.020,633.941,6.663,0.031580,dead
5,D,D5,D5_00179,0.777,2.233,1.486,0.666,74.152,584.196,2.522,0.126930,living
5,D,D5,D5_00180,1.386,2.233,1.985,0.889,74.049,599.098,2.646,0.123601,living
5,D,D5,D5_00181,1.403,2.233,1.997,0.894,49.651,580.241,2.807,0.085569,living
5,D,D5,D5_00182,1.369,2.233,1.973,0.883,79.358,628.778,2.494,0.126210,living
5,D,D5,D5_00183,2.636,2.233,2.738,1.226,122.923,902.494,2.513,0.136204,living
5,D,D5,D5_00184,2.704,2.233,2.773,1.242,69.856,838.956,2.312,0.083266,living
5,D,D5,D5_00185,2.079,2.233,2.431,1.089,106.846,650.967,2.195,0.164133,living
5,D,D5,D5_00186,2.924,2.233,2.883,1.291,119.150,779.983,2.439,0.152760,living
5,D,D5,D5_00187,1.504,2.233,2.068,0.926,31.933,675.494,2.045,0.047273,living
5,D,D5,D5_00188,2.180,2.233,2.490,1.115,44.721,734.822,2.667,0.060860,living
5,D,D5,D5_00189,1.622,2.233,2.147,0.962,58.052,837.042,2.469,0.069354,living
5,D,D5,D5_00190,0.828,2.233,1.534,0.687,16.204,656.898,2.265,0.024668,living
5,D,D5,D5_00191,3.042,2.233,2.941,1.317,50.561,843.872,2.033,0.059916,living
5,D,D5,D5_00192,0.930,2.233,1.626,0.728,2.418,569.273,2.218,0.004248,living
5,D,D5,D5_00193,3.380,2.233,3.100,1.388,2.505,593.045,2.385,0.004224,living
5,D,D5,D5_00194,0.930,1.634,1.391,0.851,21.255,726.036,2.200,0.029275,living
5,D,D5,D5_00195,2.586,2.233,2.712,1.214,29.373,676.314,2.333,0.043430,living
5,D,D5,D5_00196,1.876,2.233,2.310,1.034,72.468,619.153,2.793,0.117044,living
5,D,D5,D5_00197,1.758,2.233,2.236,1.001,66.577,622.750,2.298,0.106908,living
5,D,D5,D5_00198,1.673,2.233,2.181,0.977,42.535,661.232,2.283,0.064327,living
5,D,D5,D5_00199,1.690,2.233,2.192,0.982,35.480,648.230,2.360,0.054734,living
5,D,D5,D5_00200,1.521,2.233,2.080,0.931,45.433,613.389,2.400,0.074069,living
5,D,D5,D5_00201,2.839,2.233,2.841,1.272,47.179,858.274,2.589,0.054969,living
5,D,D5,D5_00202,2.146,2.233,2.470,1.106,24.441,698.787,2.583,0.034976,living
5,D,D5,D5_00203,1.622,1.582,1.808,1.143,14.490,702.188,2.417,0.020635,living
5,D,D5,D5_00204,0.946,2.324,1.673,0.720,18.446,517.839,2.375,0.035622,living
5,D,D5,D5_00205,3.025,3.105,3.458,1.114,27.095,603.274,2.648,0.044913,living
5,D,D5,D5_00206,2.180,3.364,3.056,0.908,90.000,507.062,2.473,0.177493,living
5,D,D5,D5_00207,2.941,2.656,3.154,1.187,68.868,681.126,2.529,0.101109,living
5,D,D5,D5_00208,0.879,2.233,1.581,0.708,40.673,493.981,70.673,0.082337,dead
5,D,D5,D5_00209,3.296,3.234,3.684,1.139,54.282,621.600,2.579,0.087326,living
5,D,D5,D5_00210,3.143,3.324,3.647,1.097,23.140,636.323,2.360,0.036365,living
5,D,D5,D5_00211,1.132,1.652,1.543,0.934,9.746,526.612,2.224,0.018507,living
5,D,D5,D5_00212,1.977,2.095,2.296,1.096,37.778,620.701,2.419,0.060863,living
5,D,D5,D5_00213,1.538,2.481,2.204,0.888,16.538,588.308,2.396,0.028112,living
5,D,D5,D5_00214,1.065,2.750,1.931,0.702,14.206,473.190,2.619,0.030022,living
5,D,D5,D5_00215,1.437,2.233,2.021,0.905,13.671,566.435,3.224,0.024134,living
5,D,D5,D5_00216,2.282,2.233,2.547,1.141,83.807,582.733,2.726,0.143818,living
5,D,D5,D5_00217,1.268,3.347,2.325,0.695,71.773,397.613,2.453,0.180510,living
5,D,D5,D5_00218,2.282,2.233,2.547,1.141,84.933,820.844,2.637,0.103471,living
5,D,D5,D5_00219,2.062,1.991,2.286,1.148,42.107,606.205,2.525,0.069459,living
5,D,D5,D5_00220,1.876,2.272,2.330,1.025,49.595,544.748,2.252,0.091041,living
5,D,D5,D5_00221,1.758,2.233,2.236,1.001,7.865,443.856,3.327,0.017721,living
5,D,D5,D5_00222,2.062,2.233,2.421,1.084,44.393,595.025,3.984,0.074608,living
5,D,D5,D5_00223,0.913,1.863,1.472,0.790,24.148,495.019,1.926,0.048782,living
5,D,D5,D5_00224,0.727,2.350,1.475,0.628,17.814,419.116,2.023,0.042504,living
5,D,D5,D5_00225,1.893,1.773,2.067,1.166,63.241,657.661,2.232,0.096161,living
5,D,D5,D5_00226,1.538,2.252,2.100,0.933,25.659,544.505,2.934,0.047124,living
5,D,D5,D5_00227,1.639,2.132,2.109,0.989,71.546,585.526,1.969,0.122192,living
5,D,D5,D5_00228,2.890,2.233,2.867,1.284,40.035,589.117,3.474,0.067958,living
5,D,D5,D5_00229,2.282,3.934,3.381,0.859,43.985,519.637,2.407,0.084646,living
5,D,D5,D5_00230,2.096,2.119,2.378,1.122,58.831,622.444,2.532,0.094516,living
5,D,D5,D5_00231,2.738,2.334,2.852,1.222,76.870,704.086,2.556,0.109177,living
5,D,D5,D5_00232,2.653,2.233,2.746,1.230,50.777,615.134,3.223,0.082546,living
5,D,D5,D5_00233,2.129,2.160,2.420,1.120,27.810,640.508,2.206,0.043418,living
5,D,D5,D5_00234,2.298,2.550,2.731,1.071,52.500,614.015,2.375,0.085503,living
5,D,D5,D5_00235,1.859,2.280,2.323,1.019,38.555,613.491,3.073,0.062845,living
5,D,D5,D5_00236,1.149,2.291,1.831,0.799,16.059,516.265,2.721,0.031106,living
5,D,D5,D5_00237,2.231,2.432,2.628,1.081,24.152,623.455,2.242,0.038738,living
5,D,D5,D5_00238,1.775,2.142,2.200,1.027,132.019,712.305,2.667,0.185341,living
5,D,D5,D5_00239,1.977,2.152,2.327,1.082,44.487,739.094,2.667,0.060192,living
5,D,D5,D5_00240,2.822,1.968,2.659,1.351,135.515,937.281,2.383,0.144583,living
5,D,D5,D5_00241,2.417,3.273,3.174,0.970,93.133,594.126,2.420,0.156756,living
5,D,D5,D5_00242,3.329,2.353,3.158,1.342,135.137,930.670,2.518,0.145204,living
5,D,D5,D5_00243,1.724,1.714,1.940,1.132,96.520,743.735,2.422,0.129777,living
5,D,D5,D5_00244,1.639,2.277,2.180,0.957,117.526,674.979,2.371,0.174118,living
5,D,D5,D5_00245,1.910,2.233,2.330,1.044,68.770,753.867,5.876,0.091223,dead
5,D,D5,D5_00246,0.997,2.057,1.616,0.786,11.136,636.220,3.525,0.017503,living
5,D,D5,D5_00247,0.930,2.354,1.670,0.709,13.582,648.727,2.291,0.020936,living
5,D,D5,D5_00248,1.741,1.512,1.831,1.211,55.631,807.165,1.845,0.068922,living
5,D,D5,D5_00249,1.994,3.306,2.897,0.876,80.534,574.619,3.085,0.140152,living
5,D,D5,D5_00250,1.453,1.841,1.846,1.002,41.895,657.442,2.105,0.063725,living
5,D,D5,D5_00251,2.282,1.782,2.275,1.277,118.148,825.274,2.637,0.143162,living
5,D,D5,D5_00252,1.183,2.897,2.089,0.721,65.243,519.386,2.329,0.125615,living
5,D,D5,D5_00253,2.501,1.880,2.447,1.301,23.993,622.372,2.527,0.038551,living
5,D,D5,D5_00254,2.282,2.233,2.547,1.141,75.000,586.333,3.696,0.127914,living
5,D,D5,D5_00255,1.707,2.087,2.130,1.020,71.436,656.099,2.218,0.108879,living
5,D,D5,D5_00256,1.639,2.233,2.159,0.967,23.907,599.856,6.021,0.039855,dead
5,D,D5,D5_00257,2.467,1.471,2.150,1.461,111.404,1088.856,2.616,0.102313,living
5,D,D5,D5_00258,1.994,2.565,2.552,0.995,67.805,663.500,3.229,0.102193,living
5,D,D5,D5_00259,2.839,2.233,2.841,1.272,64.970,759.649,2.577,0.085527,living
5,D,D5,D5_00260,3.346,2.233,3.084,1.381,78.268,687.308,2.919,0.113876,living
5,D,D5,D5_00261,2.146,2.141,2.419,1.130,88.165,835.787,1.992,0.105488,living
5,D,D5,D5_00262,2.636,1.089,1.912,1.756,2.583,558.635,2.667,0.004624,living
5,D,D5,D5_00263,2.856,2.610,3.081,1.180,59.367,788.675,2.538,0.075274,living
5,D,D5,D5_00264,2.096,2.361,2.510,1.063,34.468,731.185,2.427,0.047140,living
5,D,D5,D5_00265,2.011,2.612,2.586,0.990,24.756,698.706,2.361,0.035432,living
5,D,D5,D5_00266,3.160,2.571,3.216,1.251,2.743,542.209,2.278,0.005060,living
5,D,D5,D5_00267,1.487,2.063,1.976,0.958,24.307,718.375,2.136,0.033836,living
5,D,D5,D5_00268,1.656,2.438,2.267,0.930,27.898,664.459,2.224,0.041986,living
5,D,D5,D5_00269,1.437,2.058,1.940,0.943,12.141,682.812,2.741,0.017781,living
5,D,D5,D5_00270,2.045,1.973,2.267,1.149,16.818,791.736,2.570,0.021242,living
5,D,D5,D5_00271,1.741,1.908,2.057,1.078,106.534,659.544,2.379,0.161527,living
5,D,D5,D5_00272,2.417,1.761,2.328,1.322,118.965,727.308,2.483,0.163569,living
5,D,D5,D5_00273,1.893,2.357,2.383,1.011,89.250,605.607,2.670,0.147373,living
5,D,D5,D5_00274,2.282,2.195,2.525,1.151,86.289,597.444,2.119,0.144430,living
5,D,D5,D5_00275,1.656,2.233,2.170,0.972,113.031,601.520,4.214,0.187908,living
5,D,D5,D5_00276,2.298,1.987,2.411,1.213,103.316,787.066,2.081,0.131267,living
5,D,D5,D5_00277,2.670,2.202,2.736,1.243,92.392,773.842,2.152,0.119394,living
5,D,D5,D5_00278,1.690,2.014,2.082,1.034,42.270,702.770,2.160,0.060148,living
5,D,D5,D5_00279,2.129,2.625,2.668,1.016,108.841,652.587,2.643,0.166784,living
5,D,D5,D5_00280,1.758,1.745,1.976,1.133,94.154,785.587,2.548,0.119852,living
5,D,D5,D5_00281,1.487,1.748,1.819,1.041,37.091,708.409,2.341,0.052358,living
5,D,D5,D5_00282,2.687,1.722,2.427,1.410,43.013,979.755,2.182,0.043901,living
5,D,D5,D5_00283,2.451,1.674,2.286,1.365,43.703,794.807,2.317,0.054986,living
5,D,D5,D5_00284,1.791,2.111,2.194,1.039,48.972,733.509,2.226,0.066764,living
5,D,D5,D5_00285,1.622,1.747,1.899,1.087,57.281,745.135,2.510,0.076874,living
5,D,D5,D5_00286,2.636,1.566,2.293,1.464,30.000,652.962,2.577,0.045945,living
5,D,D5,D5_00287,2.045,1.782,2.154,1.209,50.421,883.281,2.421,0.057084,living
5,D,D5,D5_00288,2.687,2.627,2.998,1.141,56.465,803.132,2.654,0.070307,living
5,D,D5,D5_00289,2.366,1.864,2.370,1.271,34.286,932.621,2.229,0.036763,living
5,D,D5,D5_00290,1.082,2.233,1.754,0.785,11.156,573.344,4.422,0.019458,living
5,D,D5,D5_00291,1.031,1.928,1.591,0.825,17.623,655.869,2.607,0.026870,living
5,D,D5,D5_00292,1.538,1.592,1.766,1.109,17.945,820.341,2.582,0.021875,living
5,D,D5,D5_00293,1.369,1.812,1.777,0.981,19.469,586.074,2.099,0.033220,living
5,D,D5,D5_00294,2.113,2.821,2.755,0.977,69.352,555.168,2.448,0.124921,living
5,D,D5,D5_00295,1.572,1.809,1.903,1.052,83.344,575.602,2.484,0.144795,living
5,D,D5,D5_00296,0.777,3.221,1.785,0.554,70.696,447.413,1.870,0.158010,living
5,D,D5,D5_00297,2.298,3.341,3.127,0.936,66.324,525.662,2.478,0.126171,living
